year,CTY_CODE,CTYNAME,I_1,IYR,E_1,EYR
2009,7650,Liberia,10.569763,80.390237,9.175502,94.745252
2010,7650,Liberia,60.38222,180.010405,8.295612,191.351777
2011,7650,Liberia,2.196973,158.180247,10.424759,194.804468
2012,7650,Liberia,18.153727,144.013452,22.011363,245.463147
2013,7650,Liberia,0.439102,48.209578,27.65408,92.934027
2001,7660,Congo (Kinshasa),9.7,154.1,0.5,18.6
2002,7660,Congo (Kinshasa),3.4,204.1,3.7,28.1
2003,7660,Congo (Kinshasa),12.737051,174.453748,1.51493,30.622308
2004,7660,Congo (Kinshasa),11.324137,124.232259,4.903267,66.845789
2005,7660,Congo (Kinshasa),7.376694,263.558216,4.98816,64.968131
2006,7660,Congo (Kinshasa),2.192128,85.110567,5.29158,70.719051
2007,7660,Congo (Kinshasa),2.6182,206.45073,6.272486,112.907113
2008,7660,Congo (Kinshasa),5.58143,266.18535,8.578221,130.318867
2009,7660,Congo (Kinshasa),1.304303,330.509461,5.005715,79.486985
2010,7660,Congo (Kinshasa),56.94939,527.634392,5.025227,93.267329
2011,7660,Congo (Kinshasa),1.543352,605.570262,7.059613,165.92539
2012,7660,Congo (Kinshasa),1.531719,40.992382,9.374492,199.495044
2013,7660,Congo (Kinshasa),2.499305,15.573121,14.165641,93.543471
2001,7670,Burundi,0.2,2.7,1,5.2
2002,7670,Burundi,0.1,0.7,0.1,1.6
2003,7670,Burundi,0.216245,5.884263,0.003141,2.966057
2004,7670,Burundi,0.078244,3.257329,1.022655,17.363721
2005,7670,Burundi,0.127468,4.423229,1.121258,8.121178
2006,7670,Burundi,0.303796,1.865823,0.680953,5.901104
2007,7670,Burundi,0.221812,1.11116,0.023427,6.930327
2008,7670,Burundi,0.198233,2.84278,0.19357,7.278372
2009,7670,Burundi,1.673841,4.082268,0.538264,8.688287
2010,7670,Burundi,0.628009,3.351556,0.861094,14.386303
2011,7670,Burundi,3.009212,9.558071,0.793321,32.788844
2012,7670,Burundi,0.616038,4.809555,2.626206,19.939674
2013,7670,Burundi,1.005633,2.139318,0.210403,14.794511
2001,7690,Rwanda,0.4,7.2,2.7,17.3
2002,7690,Rwanda,0.5,3.1,0.2,10.2
2003,7690,Rwanda,0.437018,2.586092,0.562874,7.918639
2004,7690,Rwanda,0.474206,5.410614,0.995467,11.199108
2005,7690,Rwanda,0.485452,6.301468,0.407582,10.534162
2006,7690,Rwanda,0.535709,8.853505,1.085953,11.684654
2007,7690,Rwanda,0.600586,12.675215,0.26482,16.050053
2008,7690,Rwanda,0.555901,13.703785,3.565031,20.449259
2009,7690,Rwanda,2.298485,19.15866,3.045349,34.145955
2010,7690,Rwanda,0.640743,21.491398,0.451884,30.608174
2011,7690,Rwanda,1.801565,30.857888,5.983717,119.618249
2012,7690,Rwanda,6.090661,33.286667,1.026879,30.489992
2013,7690,Rwanda,4.520326,13.131619,0.519861,14.469827
2001,7700,Somalia,0,0.3,0.1,6.6
2002,7700,Somalia,0.2,0.3,0.5,6.1
2003,7700,Somalia,0.024175,0.183182,0.187651,7.020377
2004,7700,Somalia,0.016609,0.674535,0.057848,9.133636
2005,7700,Somalia,0.000336,0.307638,0.902749,8.831504
2006,7700,Somalia,0.17613,0.387562,2.041045,19.945456
2007,7700,Somalia,0.00036,0.175137,0.347238,20.693618
2008,7700,Somalia,0.00226,0.205983,4.686756,64.345393
2009,7700,Somalia,0.003371,0.25282,0.161109,4.099468
2010,7700,Somalia,0.002851,0.139532,0.04992,1.457879
2011,7700,Somalia,0.002115,1.105295,0.268616,6.081543
2012,7700,Somalia,0.206979,0.975637,1.478272,16.734553
2013,7700,Somalia,0.009085,0.480027,0.33928,7.445218
2003,7740,Ethiopia,0,0,0,0
2001,7741,Eritrea,0,0,1.3,21.6
2002,7741,Eritrea,0,0.2,6.4,28.8
2003,7741,Eritrea,0.00285,0.251414,5.619078,87.11599
2004,7741,Eritrea,0.130782,0.466975,2.476967,53.972737
2005,7741,Eritrea,0.128883,1.269401,0.687369,31.058711
2006,7741,Eritrea,0.003825,0.857625,0.24367,8.847564
2007,7741,Eritrea,0.007231,0.431242,0.111954,6.112826
2008,7741,Eritrea,0.024496,0.128803,0.124563,14.872461
2009,7741,Eritrea,0.08516,0.525325,0.138229,6.735077
2010,7741,Eritrea,0,0.102265,0.051921,2.384567
2011,7741,Eritrea,0.030058,0.140467,0.214771,4.250603
2012,7741,Eritrea,0.006647,0.199965,0.283491,5.855359
2013,7741,Eritrea,0.031109,0.064833,0.248367,10.093359
2001,7749,Ethiopia,1,28.9,3.8,61.2
2002,7749,Ethiopia,2.4,25.7,1.6,60.4
2003,7749,Ethiopia,1.504686,30.495628,14.694513,409.1273
2004,7749,Ethiopia,1.499459,41.166903,8.725303,302.667124
2005,7749,Ethiopia,2.088063,61.802253,9.988988,455.635812
2006,7749,Ethiopia,3.008064,81.120441,7.812769,137.266509
2007,7749,Ethiopia,2.765859,88.235597,5.103782,167.478262
2008,7749,Ethiopia,3.597779,152.242646,17.065835,301.580906
2009,7749,Ethiopia,7.879504,112.911249,24.824942,266.866655
2010,7749,Ethiopia,4.866045,127.946985,31.701098,773.159838
2011,7749,Ethiopia,7.623021,144.417834,137.467586,689.77693
2012,7749,Ethiopia,4.475044,183.126469,10.230187,1274.658486
2013,7749,Ethiopia,8.012844,105.282052,13.806896,122.442624
2001,7770,Djibouti,0.1,0.9,1.7,18.6
2002,7770,Djibouti,0.1,1.9,1.2,58.5
2003,7770,Djibouti,0.171779,0.615451,2.074029,31.727314
2004,7770,Djibouti,0.168308,0.999747,12.393364,43.650054
2005,7770,Djibouti,0.065758,1.101206,1.636933,47.571125
2006,7770,Djibouti,0.25,3.295217,5.081517,47.628575
2007,7770,Djibouti,0.203827,4.48455,4.557086,58.934056
2008,7770,Djibouti,0.258442,7.037833,2.851953,140.825944
2009,7770,Djibouti,0.009056,2.902314,17.684517,196.482984
2010,7770,Djibouti,0.210364,2.993096,4.596753,122.793059
2011,7770,Djibouti,0.003429,4.053092,4.397281,129.1755
2012,7770,Djibouti,1.27969,11.849636,12.048101,118.655557
2013,7770,Djibouti,0.144504,1.837504,12.505628,85.866668
2001,7780,Uganda,0.6,17.7,3.3,31.7
2002,7780,Uganda,0.4,15.2,3.2,24
2003,7780,Uganda,1.870031,34.829753,2.00133,41.692111
2004,7780,Uganda,2.288514,25.872306,2.784684,63.360683
2005,7780,Uganda,1.439963,25.769069,2.867333,62.573652
2006,7780,Uganda,2.127568,21.786892,3.975417,50.551989
2007,7780,Uganda,2.878561,26.706633,2.190653,80.348803
2008,7780,Uganda,32.951002,52.716226,4.939136,88.525002
2009,7780,Uganda,1.465591,30.924655,54.028906,119.061119
2010,7780,Uganda,2.854378,57.669174,9.692474,93.513814
2011,7780,Uganda,3.773641,45.881727,15.024681,93.953111
2012,7780,Uganda,3.054499,34.478933,4.07248,100.125293
2013,7780,Uganda,2.333735,21.821099,3.533054,66.044785
2001,7790,Kenya,12,128.1,11.4,577.6
2002,7790,Kenya,11.9,188.6,9.9,271.3
2003,7790,Kenya,20.163405,249.295559,5.961252,196.465069
2004,7790,Kenya,24.748273,352.220504,9.128451,347.522676
2005,7790,Kenya,38.120057,348.019269,11.464205,573.365497
2006,7790,Kenya,29.050609,353.721039,19.018104,430.745344
2007,7790,Kenya,23.883157,325.447863,28.54986,520.374633
2008,7790,Kenya,23.491596,343.540589,19.838488,442.372404
2009,7790,Kenya,27.309476,280.609385,96.130434,653.631512
2010,7790,Kenya,16.627539,311.136246,34.363152,375.348785
2011,7790,Kenya,29.724629,381.554799,31.480793,461.065521
2012,7790,Kenya,25.305204,389.495963,56.358088,568.676967
2013,7790,Kenya,31.96651,199.087157,35.895924,250.029944
2001,7800,Seychelles,0.5,23.8,7,176.3
2002,7800,Seychelles,3,26.3,0.6,8.3
2003,7800,Seychelles,0.850364,12.953742,0.223121,7.162995
2004,7800,Seychelles,0.058808,5.999025,0.522224,13.813411
2005,7800,Seychelles,0.208345,5.883749,0.57525,17.912292
2006,7800,Seychelles,0.774333,10.12082,0.434355,9.525964
2007,7800,Seychelles,0.687827,10.331906,0.61149,9.473317
2008,7800,Seychelles,0.107783,5.389229,0.490165,24.967766
2009,7800,Seychelles,0.633649,6.323385,0.848691,34.068446
2010,7800,Seychelles,0.456295,6.47172,0.981146,10.681706
2011,7800,Seychelles,0.391912,6.265409,0.558974,13.003706
2012,7800,Seychelles,0.299001,4.645786,0.650481,14.960636
2013,7800,Seychelles,1.259298,4.093348,1.130863,6.959196
2001,7810,British Indian Ocean Terr.,0,0.3,0.1,0.4
2002,7810,British Indian Ocean Terr.,0,0.4,0,0.2
2003,7810,British Indian Ocean Terr.,0.032078,1.282178,0.043693,3.463906
2004,7810,British Indian Ocean Terr.,0.045613,0.547004,0.069221,3.750948
2005,7810,British Indian Ocean Terr.,0.004047,0.432984,0.030348,0.806112
2006,7810,British Indian Ocean Terr.,0,0.812486,0.026528,1.301705
2007,7810,British Indian Ocean Terr.,0,0.040046,0.040464,0.978717
2008,7810,British Indian Ocean Terr.,0.006735,2.094822,0.736703,1.345244
2009,7810,British Indian Ocean Terr.,0.103385,0.386483,0.128029,1.774962
2010,7810,British Indian Ocean Terr.,0.004734,1.445793,0.111745,1.479708
2011,7810,British Indian Ocean Terr.,0.37173,5.912974,1.00583,2.212415
2012,7810,British Indian Ocean Terr.,1.169332,19.452854,0.556819,2.462281
2013,7810,British Indian Ocean Terr.,2.156002,8.523088,0.161372,0.675359
2001,7830,Tanzania,3.3,27.7,4.8,64
2002,7830,Tanzania,1.8,24.7,3.2,62.5
2003,7830,Tanzania,2.947499,24.234441,3.214957,64.74005
2004,7830,Tanzania,2.224273,24.188951,5.09542,127.644822
2005,7830,Tanzania,3.030768,33.695475,3.390176,96.44391
2006,7830,Tanzania,3.492903,34.577005,6.665885,160.673885
2007,7830,Tanzania,3.273733,46.210928,6.814462,173.961966
2008,7830,Tanzania,3.645896,55.799797,8.115576,169.325571
2009,7830,Tanzania,5.827589,49.436379,16.03997,157.948337
2010,7830,Tanzania,5.3702,42.81455,8.352043,163.499769
2011,7830,Tanzania,6.280243,58.954228,16.892036,257.894358
2012,7830,Tanzania,8.127797,114.862791,26.073505,245.340678
2013,7830,Tanzania,7.23217,45.413247,27.996145,171.005763
2001,7850,Mauritius,21.7,278,2.2,28.9
2002,7850,Mauritius,27.6,280.7,1.5,27.5
2003,7850,Mauritius,38.12942,297.932611,0.960558,31.977614
2004,7850,Mauritius,22.867875,270.427765,1.726626,28.437153
2005,7850,Mauritius,22.511726,221.85071,1.773024,30.860179
2006,7850,Mauritius,18.470164,218.859513,4.153204,35.584108
2007,7850,Mauritius,16.444552,187.327814,2.277936,49.793601
2008,7850,Mauritius,14.013101,176.373383,2.476315,51.280301
2009,7850,Mauritius,14.705267,168.876583,2.187976,70.031102
2010,7850,Mauritius,12.42058,196.352208,1.917193,40.027845
2011,7850,Mauritius,18.126316,251.707228,5.313926,45.919352
2012,7850,Mauritius,20.843086,260.205159,5.161437,95.985648
2013,7850,Mauritius,31.137477,159.894225,2.323289,18.055446
2001,7870,Mozambique,0.4,7,1.4,28.7
2002,7870,Mozambique,0.3,8.5,6.8,94.6
2003,7870,Mozambique,0.101731,8.373132,4.978345,62.076734
2004,7870,Mozambique,0.446612,10.772287,9.834085,76.450499
2005,7870,Mozambique,0.466516,11.905754,3.983752,62.825299
2006,7870,Mozambique,0.098534,15.552128,3.365092,64.369218
2007,7870,Mozambique,0.629704,5.356081,9.359861,114.979532
2008,7870,Mozambique,1.235227,16.800054,13.655871,213.387796
2009,7870,Mozambique,20.839652,38.82898,10.255118,189.612914
2010,7870,Mozambique,3.718552,64.70363,15.249709,224.019682
2011,7870,Mozambique,2.014464,34.966794,36.541746,459.265515
2012,7870,Mozambique,1.623165,38.53178,20.974099,351.586971
2013,7870,Mozambique,1.874138,33.673136,21.22788,140.54792
2001,7880,Madagascar,18.6,271.7,2,21
2002,7880,Madagascar,41,215.8,0.8,15.3
2003,7880,Madagascar,13.287843,383.694746,0.744716,46.251595
2004,7880,Madagascar,41.653776,469.564246,1.469088,35.648993
2005,7880,Madagascar,31.102869,323.631165,1.411127,28.205237
2006,7880,Madagascar,24.01794,281.134442,5.189761,44.737462
2007,7880,Madagascar,27.683349,337.938081,0.832488,32.129605
2008,7880,Madagascar,23.73655,324.334881,6.107312,70.75462
2009,7880,Madagascar,24.59892,253.404445,5.720977,105.868563
2010,7880,Madagascar,24.350862,108.403236,10.864477,115.994454
2011,7880,Madagascar,5.962999,87.130577,5.841855,56.248563
2012,7880,Madagascar,8.869964,109.876814,5.033081,64.275029
2013,7880,Madagascar,14.06674,83.402186,4.513635,35.645976
2001,7881,_5otte,0,0,0,0.1
2002,7881,_5otte,0,0,0,0
2003,7881,_5otte,0,0,0,0
2004,7881,_5otte,0,0,0,0.270439
2006,7881,_5otte,0,0.013909,0,0.011724
2007,7881,_5otte,0,0.306667,0,0.243119
2008,7881,_5otte,0,0.015832,0.003896,0.057814
2009,7881,_5otte,0.002371,0.049784,0.119806,1.168097
2010,7881,_5otte,0,0.060899,0.256937,6.282489
2011,7881,_5otte,0,0.01944,0.21997,4.572023
2012,7881,_5otte,0.000208,0.023726,0.191051,11.610143
2013,7881,_5otte,0,0.006802,0.658524,3.313133
2001,7890,Comoros,0.3,10.6,0,1.4
2002,7890,Comoros,2.5,5.2,0,0.1
2003,7890,Comoros,2.62362,4.012042,0.008947,0.56844
2004,7890,Comoros,11.061327,16.543554,0,0.744813
2005,7890,Comoros,0.066244,1.447044,0.000684,0.295219
2006,7890,Comoros,0.124048,1.525685,0,0.108899
2007,7890,Comoros,0.229066,0.543278,0.000159,0.367032
2008,7890,Comoros,0.128658,0.934367,0.163228,0.411481
2009,7890,Comoros,0.000287,1.079254,0.000769,1.631394
2010,7890,Comoros,0.315863,1.674306,0.542233,1.259238
2011,7890,Comoros,0.240895,1.778891,0.080095,1.095278
2012,7890,Comoros,0.284239,1.959039,0.106609,0.954373
2013,7890,Comoros,0.447158,1.529763,0.000479,0.938376
2001,7904,Reunion,0,0.6,0.1,2.8
2002,7904,Reunion,0,2.6,0.2,2.3
2003,7904,Reunion,0.013218,2.10152,0.045091,2.147091
2004,7904,Reunion,0.006296,2.034213,0.065835,2.619765
2005,7904,Reunion,1.145459,5.835528,0.047311,3.78591
2006,7904,Reunion,0.846502,7.005406,0.618883,4.378145
2007,7904,Reunion,1.021913,3.393874,0.321188,4.753124
2008,7904,Reunion,0.05767,3.323432,0.153915,8.446395
2009,7904,Reunion,1.244469,8.465902,4.837267,9.448244
2010,7904,Reunion,0.309398,9.274545,1.723572,8.214437
2011,7904,Reunion,3.361272,11.883634,1.065366,154.882932
2012,7904,Reunion,2.031714,9.496467,0.55656,7.566899
2013,7904,Reunion,1.081349,4.988901,0.267744,3.283676
2001,7905,French Southern and Antarctic,0,0.2,0.1,0.5
2002,7905,French Southern and Antarctic,0,0,0,0.6
2003,7905,French Southern and Antarctic,0.066763,0.066763,0,0.336364
2004,7905,French Southern and Antarctic,0.00528,0.084517,0.035105,3.308991
2005,7905,French Southern and Antarctic,0,0.05164,0.055406,0.273678
2006,7905,French Southern and Antarctic,0,0.098404,0.02266,0.129968
2007,7905,French Southern and Antarctic,0,0.55258,0.00012,0.392357
2008,7905,French Southern and Antarctic,0.485,0.526012,0.003009,4.238293
2009,7905,French Southern and Antarctic,0,0.122788,0.029816,0.963568
2010,7905,French Southern and Antarctic,0,0.022095,0.020416,0.588625
2011,7905,French Southern and Antarctic,0.007519,0.036544,0.041376,1.425658
2012,7905,French Southern and Antarctic,0.002108,0.028659,0.025949,1.23907
2013,7905,French Southern and Antarctic,0.018583,0.034753,0.085311,0.874803
2001,7910,South Africa,478.7,4432.5,235.1,2959.4
2002,7910,South Africa,377.6,4034.1,158.9,2525.7
2003,7910,South Africa,368.357726,4624.410084,177.315586,2819.271402
2004,7910,South Africa,413.407309,5944.776834,194.885136,3178.505994
2005,7910,South Africa,437.225764,5885.639948,377.006985,3906.946741
2006,7910,South Africa,531.154005,7500.754236,307.308722,4461.696778
2007,7910,South Africa,633.762065,9054.116703,336.042375,5521.396823
2008,7910,South Africa,735.379079,9948.021279,530.640964,6490.469811
2009,7910,South Africa,504.818956,5878.856481,432.090289,4452.643478
2010,7910,South Africa,564.133741,8220.181819,337.53578,5631.664767
2011,7910,South Africa,761.66901,9486.92846,476.523956,7255.679371
2012,7910,South Africa,772.866301,8673.140532,574.21138,7551.855657
2013,7910,South Africa,850.00477,4388.298672,448.507571,4134.901378
2001,7920,Namibia,2.1,37.3,21.4,255.6
2002,7920,Namibia,0.7,57.5,7.3,57.7
2003,7920,Namibia,7.412303,123.248646,2.366447,27.99734
2004,7920,Namibia,4.847177,238.270518,4.571111,74.5133
2005,7920,Namibia,13.892468,129.590672,8.517502,112.249178
2006,7920,Namibia,4.275267,115.802611,10.108503,126.928878
2007,7920,Namibia,11.940945,219.6907,18.091092,127.834398
2008,7920,Namibia,1.043616,301.248671,13.639667,280.324325
2009,7920,Namibia,55.643306,328.590093,15.671434,202.339839
2010,7920,Namibia,2.713633,195.144043,7.745441,110.184585
2011,7920,Namibia,2.854598,436.230221,7.030212,136.541106
2012,7920,Namibia,4.169369,231.111858,11.235168,184.620633
2013,7920,Namibia,3.188006,102.362248,4.923308,71.178828
2001,7930,Botswana,0.6,20.8,2,43.3
2002,7930,Botswana,2.9,29.3,2.3,31.7
2003,7930,Botswana,2.89622,13.657787,1.669446,25.867334
2004,7930,Botswana,3.769192,73.503308,8.883842,54.126209
2005,7930,Botswana,8.730757,178.164424,6.139251,67.272144
2006,7930,Botswana,27.832364,252.107311,1.68814,26.878406
2007,7930,Botswana,23.039477,187.452919,3.416784,53.844794
2008,7930,Botswana,21.352047,218.844659,5.654984,62.177868
2009,7930,Botswana,5.300528,131.917315,4.653984,93.24458
2010,7930,Botswana,16.152374,169.719159,2.475622,48.496947
2011,7930,Botswana,30.931376,293.169506,1.12469,43.739069
2012,7930,Botswana,11.054447,221.039055,4.161623,47.983957
2013,7930,Botswana,12.442971,133.62174,1.712063,38.642181
2001,7940,Zambia,1.2,15.6,1.7,15.8
2002,7940,Zambia,0.4,7.9,0.9,35.7
2003,7940,Zambia,1.291987,12.468802,3.845694,19.460457
2004,7940,Zambia,2.303096,32.466955,1.619579,26.399404
2005,7940,Zambia,5.518887,31.70289,1.890224,29.113109
2006,7940,Zambia,1.701595,28.448224,5.047972,51.633652
2007,7940,Zambia,3.980616,48.779933,5.547739,69.394927
2008,7940,Zambia,5.229822,51.456184,6.171579,78.704324
2009,7940,Zambia,1.11109,8.51714,4.643301,57.273292
2010,7940,Zambia,1.118053,29.567049,2.883762,56.415126
2011,7940,Zambia,1.728517,47.321448,7.47126,129.67226
2012,7940,Zambia,3.144087,63.020002,12.806993,146.78883
2013,7940,Zambia,0.911027,17.853086,6.963464,62.610463
2001,7950,Swaziland,4.9,65,2.2,12
2002,7950,Swaziland,6.5,114.6,0.3,11.5
2003,7950,Swaziland,11.286795,162.247515,0.384548,8.222889
2004,7950,Swaziland,16.303229,198.791414,0.535252,12.38385
2005,7950,Swaziland,27.143312,198.886296,1.051128,11.856893
2006,7950,Swaziland,10.100031,155.874757,2.645116,12.09143
2007,7950,Swaziland,12.100308,145.340989,2.050953,29.002898
2008,7950,Swaziland,12.27409,133.870852,1.016932,12.120383
2009,7950,Swaziland,12.746485,109.603423,0.776945,14.552515
2010,7950,Swaziland,8.836302,120.987493,1.022551,23.582688
2011,7950,Swaziland,10.50828,89.284003,1.121568,20.071508
2012,7950,Swaziland,5.147815,66.638394,2.870175,40.134927
2013,7950,Swaziland,4.824368,23.6566,1.236131,10.704455
2001,7960,Zimbabwe,6.8,90.7,3.4,31.3
2002,7960,Zimbabwe,19.7,102.8,2.1,49.4
2003,7960,Zimbabwe,5.13299,56.608654,1.52305,41.675627
2004,7960,Zimbabwe,7.546347,76.158316,5.316605,47.297131
2005,7960,Zimbabwe,8.393445,94.328983,4.154872,45.540976
2006,7960,Zimbabwe,7.977518,103.297522,8.103453,47.583947
2007,7960,Zimbabwe,2.859074,72.529444,1.643049,105.250099
2008,7960,Zimbabwe,13.901981,111.99404,1.740845,92.874918
2009,7960,Zimbabwe,1.003292,22.096319,6.518151,85.459651
2010,7960,Zimbabwe,0.550239,58.900871,29.219138,67.565121
2011,7960,Zimbabwe,0.753228,51.421685,3.200258,61.56685
2012,7960,Zimbabwe,16.023736,52.453255,3.984789,53.478276
2013,7960,Zimbabwe,0.402006,7.866957,2.833344,30.011737
2001,7970,Malawi,7.7,77.9,0.5,12.8
2002,7970,Malawi,6.5,70.7,0.6,30
2003,7970,Malawi,4.241566,76.502985,2.076972,16.63213
2004,7970,Malawi,7.089453,60.629573,0.792072,21.653944
2005,7970,Malawi,7.985505,115.50192,2.761872,28.049237
2006,7970,Malawi,7.316349,59.452071,13.224442,45.741929
2007,7970,Malawi,7.698106,59.232709,3.184511,51.499475
2008,7970,Malawi,5.088331,64.942475,3.173978,44.943925
2009,7970,Malawi,3.214447,63.312308,4.079447,40.423565
2010,7970,Malawi,6.701376,71.659198,1.555639,37.00118
2011,7970,Malawi,4.553814,64.923258,3.313868,56.973282
2012,7970,Malawi,6.209744,65.958496,2.249662,63.941838
2013,7970,Malawi,4.016871,28.379173,2.287596,26.424817
2001,7990,Lesotho,13,215.3,0,0.6
2002,7990,Lesotho,30,321.9,0,2
2003,7990,Lesotho,28.037272,393.112565,0.149696,5.097676
2004,7990,Lesotho,31.894316,466.870971,1.321068,5.483683
2005,7990,Lesotho,43.152772,403.608048,0.170495,4.015033
2006,7990,Lesotho,27.640668,408.447438,1.047237,4.028604
2007,7990,Lesotho,37.342323,443.057819,0.028588,7.525706
2008,7990,Lesotho,26.514927,374.135753,0.092552,1.339723
2009,7990,Lesotho,27.384931,304.15534,0.015353,16.63044
2010,7990,Lesotho,20.088888,298.925947,0.013723,11.330245
2011,7990,Lesotho,24.71494,384.351086,0.031938,13.181171
2012,7990,Lesotho,29.438831,310.571285,4.640599,16.514237
2013,7990,Lesotho,32.892385,145.866053,0.012107,0.241399
2001,8220,Unidentified Countries,0,0,0,262
2002,8220,Unidentified Countries,0,0,0.1,187
2003,8220,Unidentified Countries,0,0,0,185.711004
2004,8220,Unidentified Countries,0,0,0,223.99656
